ID,POSITION,HEIGHT,WEIGHT,CAREER_STAGE,AGE,SPONSORSHIP_EARNINGS,SHOE_SPONSOR
693,forward,197,221,rookie,22,1312,no
694,forward,190,215,rookie,22,1179,no
695,guard,158,184,veteran,29,162,yes
696,forward,191,218,rookie,19,1855,no
697,guard,182,199,rookie,21,1678,yes
698,center,207,247,veteran,27,1065,no
699,forward,191,218,rookie,19,1855,no
700,forward,205,232,rookie,24,1416,no
701,forward,191,218,rookie,19,1855,no
702,center,201,244,mid-career,25,1111,yes
703,center,218,251,mid-career,35,60,no
704,center,195,235,mid-career,28,481,no
705,guard,189,199,mid-career,27,385,yes
706,forward,195,221,veteran,25,694,no
707,forward,192,219,rookie,22,1359,no
708,forward,191,218,rookie,19,1855,no
709,forward,202,220,mid-career,31,542,no
710,guard,190,207,mid-career,27,648,yes
711,guard,172,183,rookie,24,1383,yes
712,center,206,246,mid-career,29,314,no
713,center,207,247,veteran,27,1065,no
714,guard,178,193,rookie,21,1078,no
715,forward,192,219,rookie,22,1359,no
716,guard,185,200,mid-career,31,213,yes
717,forward,202,220,mid-career,31,542,no
718,center,207,247,veteran,27,1065,no
719,guard,185,200,mid-career,31,213,yes
720,forward,192,219,rookie,22,1359,no
721,forward,205,232,rookie,24,1416,no
722,forward,198,223,veteran,29,362,yes
723,guard,189,199,mid-career,27,385,yes
724,guard,178,193,rookie,21,1078,no
725,forward,197,221,rookie,22,1312,no
726,guard,158,184,veteran,29,162,yes
727,forward,197,221,rookie,22,1312,no
728,forward,215,232,mid-career,30,434,no
729,forward,192,219,rookie,22,1359,no
730,guard,190,207,mid-career,27,648,yes
731,guard,158,184,veteran,29,162,yes
732,forward,195,221,veteran,25,694,no
733,guard,178,193,rookie,21,1078,no
734,forward,190,215,rookie,22,1179,no
735,center,201,244,mid-career,25,1111,yes
736,forward,198,223,veteran,29,362,yes
737,guard,185,207,rookie,23,1497,yes
738,guard,158,184,veteran,29,162,yes
739,forward,190,215,rookie,22,1179,no
740,guard,172,183,rookie,24,1383,yes
741,forward,190,215,rookie,22,1179,no
742,guard,185,200,mid-career,31,213,yes
743,forward,197,221,rookie,22,1312,no
744,guard,189,199,mid-career,27,385,yes
745,center,201,244,mid-career,25,1111,yes
746,guard,158,184,veteran,29,162,yes
747,guard,158,184,veteran,29,162,yes
748,center,201,244,mid-career,25,1111,yes
749,guard,192,200,mid-career,32,427,yes
750,forward,215,232,mid-career,30,434,no
751,guard,185,200,mid-career,31,213,yes
752,forward,184,213,mid-career,32,12,no
753,guard,172,183,rookie,24,1383,yes
754,center,196,235,veteran,32,47,no
755,center,195,235,mid-career,28,481,no
756,guard,158,184,veteran,29,162,yes
757,forward,192,219,rookie,22,1359,no
758,guard,185,207,rookie,23,1497,yes
759,center,207,247,veteran,27,1065,no
760,guard,189,199,mid-career,27,385,yes
761,center,195,235,mid-career,28,481,no
762,guard,185,207,rookie,23,1497,yes
763,guard,189,199,mid-career,27,385,yes
764,forward,195,221,veteran,25,694,no
765,forward,198,221,rookie,22,1409,no
766,guard,169,183,rookie,24,1034,yes
767,guard,192,200,mid-career,32,427,yes
768,center,195,235,mid-career,28,481,no
769,forward,191,218,rookie,19,1855,no
770,guard,185,197,mid-career,29,178,yes
771,forward,215,232,mid-career,30,434,no
772,forward,202,220,mid-career,31,542,no
773,forward,198,223,veteran,29,362,yes
774,forward,197,221,rookie,22,1312,no
775,guard,185,207,rookie,23,1497,yes
776,guard,185,200,mid-career,31,213,yes
777,guard,192,200,mid-career,32,427,yes
778,center,196,235,veteran,32,47,no
779,forward,202,220,mid-career,31,542,no
780,forward,192,219,rookie,22,1359,no
781,forward,202,220,mid-career,31,542,no
782,forward,190,215,rookie,22,1179,no
783,forward,215,232,mid-career,30,434,no
784,guard,185,200,mid-career,31,213,yes
785,forward,195,221,veteran,25,694,no
786,guard,172,183,rookie,24,1383,yes
787,forward,202,220,mid-career,31,542,no
788,forward,205,232,rookie,24,1416,no
789,forward,191,218,rookie,19,1855,no
790,forward,195,221,veteran,25,694,no
791,guard,169,183,rookie,24,1034,yes
792,forward,191,218,rookie,19,1855,no
793,forward,198,223,veteran,29,362,yes
794,forward,197,221,rookie,22,1312,no
795,forward,190,215,rookie,22,1179,no
796,center,207,247,veteran,27,1065,no
797,center,206,246,mid-career,29,314,no
798,center,206,246,mid-career,29,314,no
799,guard,190,207,,27,648,yes
800,guard,185,197,mid-career,29,178,yes
801,guard,185,207,rookie,23,1497,yes
802,guard,189,199,mid-career,27,385,yes
803,forward,205,232,rookie,24,1416,no
804,forward,191,218,rookie,19,1855,no
805,guard,185,207,rookie,23,1497,yes
806,guard,158,184,veteran,29,162,yes
807,center,207,247,veteran,27,1065,no
808,guard,166,188,rookie,21,1536,yes
809,forward,195,221,veteran,25,694,no
810,guard,169,183,rookie,24,1034,yes
811,guard,172,183,rookie,24,1383,yes
812,guard,182,199,rookie,21,1678,yes
813,forward,205,232,rookie,24,1416,no
814,guard,189,199,mid-career,27,385,yes
815,guard,190,207,mid-career,27,648,yes
816,center,196,235,veteran,32,47,no
817,forward,191,218,rookie,19,1855,no
818,center,218,251,mid-career,35,60,no
819,forward,198,223,veteran,29,362,yes
820,center,207,247,veteran,27,1065,no
821,forward,198,223,veteran,29,362,yes
822,guard,166,188,rookie,21,1536,yes
823,center,195,235,mid-career,28,481,no
824,guard,182,199,rookie,21,1678,yes
825,forward,215,232,mid-career,30,434,no
826,guard,172,183,rookie,24,1383,yes
827,forward,192,218,veteran,29,561,yes
828,forward,184,213,mid-career,32,12,no
829,guard,192,200,mid-career,32,427,yes
830,guard,158,184,veteran,29,162,yes
831,forward,195,221,veteran,25,694,no
832,guard,185,200,mid-career,31,213,yes
833,guard,172,183,rookie,24,1383,yes
834,forward,192,219,rookie,22,1359,no
835,forward,192,219,rookie,22,1359,no
836,guard,166,188,rookie,21,1536,yes
837,forward,198,221,rookie,22,1409,no
838,center,195,235,mid-career,28,481,no
839,center,207,247,veteran,27,1065,no
840,guard,185,207,rookie,23,1497,yes
841,forward,184,213,mid-career,32,12,no
842,forward,195,221,veteran,25,694,no
843,center,196,235,veteran,32,47,no
844,forward,205,232,rookie,24,1416,no
845,forward,191,218,rookie,19,1855,no
846,center,195,235,mid-career,28,481,no
847,forward,195,221,veteran,25,694,no
848,center,201,244,mid-career,25,1111,yes
849,forward,197,221,rookie,22,1312,no
850,guard,172,183,rookie,24,1383,yes
851,guard,172,183,rookie,24,1383,yes
852,guard,190,207,mid-career,27,648,yes
853,forward,198,221,rookie,22,1409,no
854,center,201,244,mid-career,25,1111,yes
855,forward,191,218,rookie,19,1855,no
856,guard,192,200,mid-career,32,427,yes
857,forward,198,221,rookie,22,1409,no
858,guard,182,199,rookie,21,1678,yes
859,center,207,247,veteran,27,1065,no
860,guard,189,199,mid-career,27,385,yes
861,forward,195,221,veteran,25,694,no
862,forward,192,218,veteran,29,561,yes
863,forward,197,221,rookie,22,1312,no
864,guard,172,183,rookie,24,1383,yes
865,forward,198,221,rookie,22,1409,no
866,center,201,244,mid-career,25,1111,yes
867,guard,185,200,mid-career,31,213,yes
868,forward,198,221,rookie,22,1409,no
869,guard,158,184,veteran,29,162,yes
870,,185,200,mid-career,31,213,yes
871,guard,178,193,rookie,21,1078,no
872,forward,192,218,veteran,29,561,yes
873,guard,166,188,rookie,21,1536,yes
874,forward,202,220,mid-career,31,542,no
875,guard,166,188,rookie,21,1536,yes
876,forward,191,218,rookie,19,1855,no
877,guard,185,207,rookie,23,1497,yes
878,guard,172,183,rookie,24,1383,yes
879,guard,172,183,rookie,24,1383,yes
880,center,207,247,veteran,27,1065,no
881,guard,185,197,mid-career,29,178,yes
882,forward,202,220,mid-career,31,542,no
883,forward,215,232,mid-career,30,434,no
884,forward,184,213,mid-career,32,12,no
885,forward,202,220,mid-career,31,542,no
886,center,206,246,mid-career,29,314,no
887,forward,198,221,rookie,22,1409,no
888,forward,198,223,veteran,29,362,yes
889,forward,192,219,rookie,22,1359,no
890,forward,197,221,rookie,22,1312,no
891,center,195,235,mid-career,28,481,no
892,guard,192,200,mid-career,32,427,yes
893,guard,185,200,mid-career,31,213,yes
894,guard,190,207,mid-career,27,648,yes
895,guard,185,197,mid-career,29,178,yes
896,guard,189,199,mid-career,27,385,yes
897,guard,158,184,veteran,29,162,yes
898,guard,169,183,rookie,24,1034,yes
899,guard,185,197,mid-career,29,178,yes
900,forward,192,218,veteran,29,561,yes
901,forward,202,220,mid-career,31,542,no
902,forward,184,213,mid-career,32,12,no
903,forward,184,213,mid-career,32,12,no
904,forward,197,221,rookie,22,1312,no
905,forward,215,232,mid-career,30,434,no
906,forward,190,215,rookie,22,1179,no
907,guard,185,200,mid-career,31,213,yes
908,center,206,246,mid-career,29,314,no
909,guard,185,207,rookie,23,1497,yes
910,forward,205,232,rookie,24,1416,no
911,forward,215,232,mid-career,30,434,no
912,guard,182,199,rookie,21,1678,yes
913,guard,166,188,rookie,21,1536,yes
914,guard,185,207,rookie,23,1497,yes
915,guard,178,193,rookie,21,1078,no
916,forward,198,221,rookie,22,1409,no
917,forward,202,220,mid-career,31,542,no
918,guard,182,199,rookie,21,1678,yes
919,forward,191,218,rookie,19,1855,no
920,forward,198,221,rookie,22,1409,no
921,forward,192,219,rookie,22,1359,no
922,forward,191,218,rookie,19,1855,no
923,guard,182,199,rookie,21,1678,yes
924,forward,191,218,rookie,19,1855,no
925,forward,198,221,rookie,22,1409,no
926,guard,190,207,mid-career,27,648,yes
927,forward,198,221,rookie,22,1409,no
928,forward,198,221,rookie,22,1409,no
929,forward,198,223,veteran,29,362,yes
930,guard,189,199,mid-career,27,385,yes
931,forward,192,219,rookie,22,1359,no
932,center,196,235,veteran,32,47,no
933,forward,184,213,mid-career,32,12,no
934,guard,158,184,veteran,29,162,yes
935,guard,189,199,mid-career,27,385,yes
936,forward,192,218,veteran,29,561,yes
937,forward,202,220,mid-career,31,542,no
938,guard,192,200,mid-career,32,427,yes
939,guard,172,183,rookie,24,1383,yes
940,forward,198,221,rookie,22,1409,no
941,forward,215,232,mid-career,30,434,no
942,center,207,247,veteran,27,1065,no
943,guard,172,183,rookie,24,1383,yes
944,guard,169,183,rookie,24,1034,yes
945,forward,197,221,rookie,22,1312,no
946,center,207,247,veteran,27,1065,no
947,guard,166,188,rookie,21,1536,yes
948,guard,190,207,mid-career,27,648,yes
949,center,195,235,mid-career,28,481,no
950,forward,198,223,veteran,29,362,yes
951,guard,185,197,mid-career,29,178,yes
952,guard,185,200,mid-career,31,213,yes
953,center,218,251,mid-career,35,60,no
954,forward,205,232,rookie,24,1416,no
955,guard,178,193,rookie,21,1078,no
956,center,201,244,mid-career,25,1111,yes
957,guard,190,207,mid-career,27,648,yes
958,center,196,235,veteran,32,47,no
959,guard,172,183,rookie,24,1383,yes
960,forward,198,223,veteran,29,362,yes
961,forward,190,215,rookie,22,1179,no
962,guard,178,193,rookie,21,1078,no
963,forward,192,218,veteran,29,561,yes
964,forward,184,213,mid-career,32,12,no
965,forward,192,218,veteran,29,561,yes
966,guard,190,207,mid-career,27,648,yes
967,guard,185,197,mid-career,29,178,yes
968,guard,158,184,veteran,29,162,yes
969,center,206,246,mid-career,29,314,no
970,forward,202,220,mid-career,31,542,no
971,forward,191,218,rookie,19,1855,no
972,guard,185,200,mid-career,31,213,yes
973,forward,184,213,mid-career,32,12,no
974,center,196,235,veteran,32,47,no
975,center,196,235,veteran,32,47,no
976,guard,158,184,veteran,29,162,yes
977,guard,172,183,rookie,24,1383,yes
978,forward,192,218,veteran,29,561,yes
979,center,218,251,mid-career,35,60,no
980,guard,189,199,mid-career,27,385,yes
981,forward,197,221,rookie,22,1312,no
982,forward,192,218,veteran,29,561,yes
983,forward,202,220,mid-career,31,542,no
984,forward,215,232,mid-career,30,434,no
985,forward,190,215,rookie,22,1179,no
986,guard,166,188,rookie,21,1536,yes
987,forward,198,221,rookie,22,1409,no
988,guard,158,184,veteran,29,162,yes
989,forward,198,223,veteran,29,362,yes
990,forward,198,223,veteran,29,362,yes
991,guard,166,188,rookie,21,1536,yes
992,forward,197,221,rookie,22,1312,no
993,forward,202,220,mid-career,31,542,no
994,forward,190,215,rookie,22,1179,no
995,forward,198,223,veteran,29,362,yes
996,forward,202,220,mid-career,31,542,no
997,forward,198,223,veteran,29,362,yes
998,forward,205,232,rookie,24,1416,no
999,forward,205,232,rookie,24,1416,no
1000,center,195,235,mid-career,28,481,no
1001,guard,158,184,veteran,29,162,yes
1002,forward,202,220,mid-career,31,542,no
1003,guard,169,183,rookie,24,1034,yes
1004,guard,189,199,mid-career,27,385,yes
1005,guard,169,183,rookie,24,1034,yes
1006,forward,192,218,veteran,29,561,yes
1007,center,195,235,mid-career,28,481,no
1008,guard,172,183,rookie,24,1383,yes
1009,guard,172,183,rookie,24,1383,yes
1010,forward,192,219,rookie,22,1359,no
1011,center,201,244,mid-career,25,1111,yes
1012,forward,192,218,veteran,29,561,yes
1013,guard,158,184,veteran,29,162,yes
1014,guard,182,199,rookie,21,1678,yes
1015,center,218,251,mid-career,35,60,no
1016,forward,198,221,rookie,22,1409,no
1017,guard,182,199,rookie,21,1678,yes
1018,forward,195,221,veteran,25,694,no
1019,forward,191,218,rookie,19,1855,no
1020,forward,191,218,rookie,19,1855,no
1021,center,218,251,mid-career,35,60,no
1022,forward,184,213,mid-career,32,12,no
1023,forward,184,213,mid-career,32,12,no
1024,forward,197,221,rookie,22,1312,no
1025,center,196,235,veteran,32,47,no
1026,guard,190,207,mid-career,27,648,yes
1027,guard,185,207,rookie,23,1497,yes
1028,forward,192,218,veteran,29,561,yes
1029,forward,184,213,mid-career,32,12,no
1030,guard,185,207,rookie,23,1497,yes
1031,forward,198,223,veteran,29,362,yes
1032,center,201,244,mid-career,25,1111,yes
1033,center,201,244,mid-career,25,1111,yes
1034,center,196,235,veteran,32,47,no
1035,guard,185,200,mid-career,31,213,yes
1036,guard,158,184,veteran,29,162,yes
1037,forward,215,232,mid-career,30,434,no
1038,guard,185,197,mid-career,29,178,yes
1039,forward,190,215,rookie,22,1179,no
1040,guard,185,197,mid-career,29,178,yes
1041,forward,198,223,veteran,29,362,yes
1042,forward,202,220,mid-career,31,542,no
1043,guard,169,183,rookie,24,1034,yes
1044,center,218,251,mid-career,35,60,no
1045,center,206,246,mid-career,29,314,no
1046,center,195,235,mid-career,28,481,no
1047,forward,195,221,veteran,25,694,no
1048,guard,166,188,rookie,21,1536,yes
1049,forward,198,221,rookie,22,1409,no
1050,center,218,251,mid-career,35,60,no
1051,guard,166,188,rookie,21,1536,yes
1052,guard,190,207,mid-career,27,648,yes
1053,center,218,251,mid-career,35,60,no
1054,guard,190,207,mid-career,27,648,yes
1055,center,201,244,mid-career,25,1111,yes
1056,guard,185,197,mid-career,29,178,yes
1057,center,196,235,veteran,32,47,no
1058,center,195,235,mid-career,28,481,no
1059,center,218,251,mid-career,35,60,no
1060,guard,192,200,mid-career,32,427,yes
1061,guard,185,200,mid-career,31,213,yes
1062,guard,166,188,rookie,21,1536,yes
1063,forward,192,218,veteran,29,561,yes
1064,guard,178,193,rookie,21,1078,no
1065,guard,185,197,mid-career,29,178,yes
1066,forward,198,221,rookie,22,1409,no
1067,center,201,244,mid-career,25,1111,yes
1068,forward,190,215,rookie,22,1179,no
1069,forward,205,232,rookie,24,1416,no
1070,center,195,235,mid-career,28,481,no
1071,guard,158,184,veteran,29,162,yes
1072,forward,198,223,veteran,29,362,yes
1073,center,207,247,veteran,27,1065,no
1074,forward,192,219,rookie,22,1359,no
1075,forward,205,232,rookie,24,1416,no
1076,guard,178,193,rookie,21,1078,no
1077,guard,158,184,veteran,29,162,yes
1078,forward,205,232,rookie,24,1416,no
1079,guard,158,184,veteran,29,162,yes
1080,forward,198,221,rookie,22,1409,no
1081,guard,192,200,mid-career,32,427,yes
1082,guard,178,193,rookie,21,1078,no
1083,forward,198,223,veteran,29,362,yes
1084,center,218,251,mid-career,35,60,no
1085,guard,166,188,rookie,21,1536,yes
1086,forward,202,220,mid-career,31,542,no
1087,center,218,251,mid-career,35,60,no
1088,guard,172,183,rookie,24,1383,yes
1089,center,201,244,mid-career,25,1111,yes
1090,center,206,246,mid-career,29,314,no
1091,center,206,246,mid-career,29,314,no
1092,forward,215,232,mid-career,30,434,no
1093,center,206,246,mid-career,29,314,no
1094,center,195,235,mid-career,28,481,no
1095,guard,185,197,mid-career,29,178,yes
1096,guard,185,200,mid-career,31,213,yes
1097,forward,190,215,rookie,22,1179,no
1098,forward,190,215,rookie,22,1179,no
1099,forward,215,232,mid-career,30,434,no
1100,center,206,246,mid-career,29,314,no
1101,forward,184,213,mid-career,32,12,no
1102,forward,215,232,mid-career,30,434,no
1103,guard,182,199,rookie,21,1678,yes
1104,forward,192,219,rookie,22,1359,no
1105,guard,182,199,rookie,21,1678,yes
1106,forward,192,219,rookie,22,1359,no
1107,guard,178,193,rookie,21,1078,no
1108,guard,185,200,mid-career,31,213,yes
1109,forward,197,221,rookie,22,1312,no
1110,forward,197,221,rookie,22,1312,no
1111,center,196,235,veteran,32,47,no
1112,center,207,247,veteran,27,1065,no
1113,guard,190,207,mid-career,27,648,yes
1114,center,207,247,veteran,27,1065,no
1115,forward,191,218,rookie,19,1855,no
1116,center,195,235,mid-career,28,481,no
1117,center,195,235,mid-career,28,481,no
1118,forward,202,220,mid-career,31,542,no
1119,forward,198,223,veteran,29,362,yes
1120,guard,190,207,mid-career,27,648,yes
1121,forward,198,221,rookie,22,1409,no
1122,forward,205,232,rookie,24,1416,no
1123,center,207,247,veteran,27,1065,no
1124,forward,184,213,mid-career,32,12,no
1125,forward,202,220,mid-career,31,542,no
1126,guard,166,188,rookie,21,1536,yes
1127,forward,192,218,veteran,29,561,yes
1128,forward,198,223,veteran,29,362,yes
1129,guard,189,199,mid-career,27,385,yes
1130,guard,185,207,rookie,23,1497,yes
1131,forward,191,218,,19,1855,no
1132,guard,169,183,rookie,24,1034,yes
1133,center,218,251,mid-career,35,60,no
1134,guard,158,184,veteran,29,162,yes
1135,guard,169,183,rookie,24,1034,yes
1136,forward,191,218,rookie,19,1855,no
1137,guard,172,183,rookie,24,1383,yes
1138,center,196,235,veteran,32,47,no
